,center,left,right,steering,throttle,break,speed,qs
24,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_402.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_402.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_402.jpg,0.0,1.0,0.0,5.710178,25.912021183333334
25,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_472.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_472.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_472.jpg,0.0,1.0,0.0,6.630422,26.116015033333333
26,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_542.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_542.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_542.jpg,-0.1,0.8885288,0.0,7.2829690000000005,26.312340516666666
27,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_613.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_613.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_613.jpg,-0.3,0.6304148,0.0,7.91843,26.503230191666667
28,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_683.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_683.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_683.jpg,-0.1582325,0.4190621,0.0,8.347647,26.688817775000004
29,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_751.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_751.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_751.jpg,0.0,0.2141678,0.0,8.513107000000002,26.870840800000003
30,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_825.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_825.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_825.jpg,0.0,0.0,0.0,8.537654,27.05148299166667
31,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_899.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_899.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_899.jpg,0.0,0.1989659,0.0,8.568578,27.231906875000004
32,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_45_972.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_45_972.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_45_972.jpg,0.0,0.4156351,0.0,8.805699,27.41209180833334
33,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_046.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_046.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_046.jpg,0.0,0.6623129,0.0,9.276052,27.59029748333334
34,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_121.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_121.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_121.jpg,0.0,0.8381492,0.0,9.783166,27.76458271666667
35,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_194.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_194.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_194.jpg,0.0,1.0,0.0,10.63102,27.934642000000004
36,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_269.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_269.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_269.jpg,0.0,1.0,0.0,11.61187,28.09763591666667
37,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_338.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_338.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_338.jpg,0.0,1.0,0.0,11.926680000000001,28.252456250000005
38,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_405.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_405.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_405.jpg,0.0,1.0,0.0,13.06327,28.404653166666666
39,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_478.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_478.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_478.jpg,-0.15,1.0,0.0,13.74666,28.547378583333337
40,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_552.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_552.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_552.jpg,-0.3143667,1.0,0.0,14.48374,28.68440916666667
41,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_624.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_624.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_624.jpg,-0.09841776,1.0,0.0,15.32385,28.81529716666667
42,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_696.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_696.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_696.jpg,0.0,1.0,0.0,15.999179999999999,28.93909641666667
43,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_771.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_771.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_771.jpg,0.0,1.0,0.0,16.86944,29.05719783333334
44,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_841.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_841.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_841.jpg,-0.1,1.0,0.0,17.353679999999997,29.168210500000004
45,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_915.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_915.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_915.jpg,-0.3,1.0,0.0,18.14705,29.27518216666667
46,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_46_990.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_46_990.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_46_990.jpg,-0.3071219,1.0,0.0,18.92219,29.375545250000005
47,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_063.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_063.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_063.jpg,-0.08782196,1.0,0.0,19.75234,29.469447750000004
48,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_135.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_135.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_135.jpg,-0.23782199999999998,1.0,0.0,20.464489999999998,29.55643208333333
49,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_207.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_207.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_207.jpg,-0.43782200000000004,1.0,0.0,21.2036,29.63748208333333
50,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_280.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_280.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_280.jpg,-0.5878220000000001,1.0,0.0,21.653879999999997,29.712372666666667
51,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_352.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_352.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_352.jpg,-0.6029645,1.0,0.0,22.325120000000002,29.783510833333327
52,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_425.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_425.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_425.jpg,-0.3602822,1.0,0.0,23.1271,29.84900183333333
53,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_499.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_499.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_499.jpg,-0.1700195,1.0,0.0,23.74257,29.90773158333333
54,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_573.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_573.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_573.jpg,0.0,1.0,0.0,24.495160000000002,29.961469
55,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_647.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_647.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_647.jpg,0.0,1.0,0.0,25.254920000000002,30.00892058333333
56,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_718.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_718.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_718.jpg,0.0,1.0,0.0,25.824920000000002,30.05004633333333
57,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_789.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_789.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_789.jpg,0.0,1.0,0.0,26.583990000000004,30.086434333333333
58,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_858.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_858.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_858.jpg,0.0,1.0,0.0,27.14967,30.11649016666666
59,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_930.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_930.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_930.jpg,0.0,1.0,0.0,27.898609999999998,30.14182425
60,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_47_997.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_47_997.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_47_997.jpg,-0.05,1.0,0.0,28.455920000000003,30.16091225
61,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_070.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_070.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_070.jpg,-0.25,1.0,0.0,29.163459999999997,30.17536575
62,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_144.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_144.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_144.jpg,-0.4766432,1.0,0.0,29.77982,30.183925083333335
63,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_212.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_212.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_212.jpg,-0.27417290000000005,1.0,0.0,30.18494,30.187257166666665
64,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_282.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_282.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_282.jpg,-0.09416413,1.0,0.0,30.19179,30.187077333333335
65,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_349.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_349.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_349.jpg,0.0,1.0,0.0,30.187559999999998,30.187027000000004
66,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_416.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_416.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_416.jpg,0.0,1.0,0.0,30.18948,30.18706158333334
67,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_485.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_485.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_485.jpg,-0.2,1.0,0.0,30.183770000000003,30.187055916666672
68,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_553.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_553.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_553.jpg,-0.35,1.0,0.0,30.167509999999996,30.187107000000008
69,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_625.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_625.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_625.jpg,-0.22826100000000002,1.0,0.0,30.18947,30.187296500000002
70,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_697.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_697.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_697.jpg,-0.04176879,1.0,0.0,30.19053,30.18730241666667
71,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_769.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_769.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_769.jpg,0.0,1.0,0.0,30.18908,30.187298000000006
72,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_845.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_845.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_845.jpg,0.0,1.0,0.0,30.190409999999996,30.187306000000003
73,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_915.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_915.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_915.jpg,-0.05,1.0,0.0,30.190209999999997,30.187307166666663
74,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_48_985.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_48_985.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_48_985.jpg,-0.25,1.0,0.0,30.1773,30.18730683333333
75,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/center_2018_10_01_13_50_49_054.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/left_2018_10_01_13_50_49_054.jpg,/Users/garretttaylor/self-driving-car-sim/Outputs/IMG/right_2018_10_01_13_50_49_054.jpg,-0.2570969,1.0,0.0,30.17843,30.18741208333333
